"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","soilsap_relabund","soilsap_richness","soilsap_shannon.div","soilsap_simpson.div","soilsap_invsimpson.div","soilsap_evenness","littersap_relabund","littersap_richness","littersap_shannon.div","littersap_simpson.div","littersap_invsimpson.div","littersap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","Season.Year","agb","agb0","weeds","inputC0","inputN0","inputCN","inorgN0","EEA_C","EEA_N","corn_yield","soybean_yield","cotton_yield","Yield_scaled","Yield_min","Yield_max","corn_yield_2021","corn_yield_2022","corn_yield_2023","cotton_yield_2022","soybean_yield_2021","soybean_yield_2022","soybean_yield_2023","multifunctionality_index_soil","multifunctionality_index_soil2","multifunctionality_index_agronomy","multifunctionality_index_agronomy2","multifunctionality_index_yield","multifunctionality_index_yield2","tissue.N.percent_scaled","tissue.P.percent_scaled","tissue.K.percent_scaled","tissue.Ca.percent_scaled","tissue.Mg.percent_scaled","tissue.S.percent_scaled","tissue.B.ppm_scaled","tissue.Cu.ppm_scaled","tissue.Fe.ppm_scaled","tissue.Mn.ppm_scaled","tissue.Zn.ppm_scaled","tissue.Na.ppm_scaled","multifunctionality_index_nutrition","multifunctionality_index_nutrition2","YearN"
"192",2254,"212","2","0-10 cm","2023","Fall","Corn-Soybean-Corn","No cover",0.1893,NA,81.55,6.44,1.874,15.052,3.717,15.335,8.77,101.948,3.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,1.05,2.388,5.725,NA,2.52,81.21,13.64,24.64,59.08,NA,NA,11.2678,5.312,16.5798,10.132,44.952,958.712,45.832,31.02,1.972,149,0.216,0.316,15.456,23.888,0.232,NA,53.09865385,18.25791667,57.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1383162,8.2764,33,0,0,0,0,0,195.08,"Corn",3.37,0.4,2,0.81,0.22,0.22,7.3,14.3,139,99,28,66,"note: high no-n, high nh-n, high inorg. n, high Na,","Fall 2023",NA,NA,0.33,13.83162,0.82764,16.7121212121212,16.5798,23.882,24.105,12.2451716,NA,NA,0.884674023098362,49.25289642,214.09,NA,NA,12.2451716,NA,NA,NA,NA,0.153846153846154,0.364393882930611,0.6,0.524669359782188,1,0.907281505567051,0.444444444444444,0.235294117647059,0.393939393939394,0.657142857142857,0.538461538461538,0.571428571428572,0.419354838709677,0.608391608391609,0.176991150442478,0.617021276595745,0.0909090909090909,0.666666666666667,0.5,0.451670462898261,4
"193",2257,"213","2","0-10 cm","2023","Fall","Corn-Soybean-Corn","Wheat",0.1884,NA,98.7,6.18,6.743,59.106,23.594,37.901,25.108,163.538,11.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,1.03,1.692,5.59,NA,2.96,80.89,13.28,19.86,65.6,NA,NA,12.6822,1.0612,13.7434,10.784,42.568,924.14,45.052,30.328,1.504,153.224,0.196,0.3,17.888,17.244,0.28,NA,48.01615385,20.11541667,41.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30416896,12.94278,11,64.8,1.4,0,0,0,184.44,"Corn",3.32,0.42,1.88,0.77,0.2,0.2,6.9,16.6,125,87,28,58,"note: high ag, high no-n, high inorg. n, high Na,","Fall 2023",0.662,66.2,0.11,30.416896,1.294278,23.5010530967845,13.7434,100.928,63.009,11.5772988,NA,NA,0.820125448967198,49.25289642,214.09,NA,NA,11.5772988,NA,NA,NA,NA,0.153846153846154,0.400040268183766,0.5,0.449227607556199,1,0.802443590501527,0.388888888888889,0.352941176470588,0.272727272727273,0.542857142857143,0.384615384615385,0.285714285714286,0.387096774193548,0.769230769230769,0.0530973451327434,0.361702127659574,0.0909090909090909,0.550724637681159,0.25,0.370042074673371,4
"194",2260,"214","2","0-10 cm","2023","Fall","Corn-Soybean-Corn","Wheat-Clover",0.1887,NA,92.75,6.27,6.362,58.418,22.997,35.896,22.044,156.43,10.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1.24,2.713,6.206,NA,3.52,77.29,15.8,24.42,55.86,NA,NA,11.4837,1.9076,13.3913,13.176,58.784,1011.828,46.304,32.26,1.704,150.2,0.22,0.324,17.164,25.548,0.308,NA,61.53615385,25.25041667,50.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45171968,24.10196,17.2,41.2,51.4,0,0,0,184.91,"Corn",3.22,0.4,1.74,0.73,0.19,0.18,5.3,11.9,128,78,40,54,"note: high no-n, high inorg. n, high wen, high Na,","Fall 2023",0.926,92.6,0.172,45.171968,2.410196,18.7420309385627,13.3913,98.731,57.94,11.6068007,NA,NA,0.822976748764345,49.25289642,214.09,NA,NA,11.6068007,NA,NA,NA,NA,0.461538461538462,0.480935903305814,0.5,0.509703356739918,1,0.807074588629421,0.277777777777778,0.235294117647059,0.131313131313131,0.428571428571429,0.307692307692308,0,0.258064516129032,0.440559440559441,0.079646017699115,0.170212765957447,0.454545454545455,0.492753623188406,0,0.273035881756717,4
"195",2263,"215","2","0-10 cm","2023","Fall","Corn-Soybean-Corn","SHM",0.187,NA,141.05,6.36,11.325,72.506,33.232,63.943,49.909,185.962,16.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62,1.25,2.054,7.262,NA,2.08,75.41,17.84,17.68,62.5,NA,NA,10.3252,1.0186,11.3438,11.804,50.212,1029.072,49.356,27.88,1.784,140.128,0.212,0.32,19.004,22.12,0.328,NA,59.23115385,18.35541667,51.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42710698,31.8713,4.4,0,23.8,0.2,39.8,34,204.49,"Corn",3.33,0.46,2.13,0.82,0.22,0.2,7.4,13.6,145,96,33,49,"note: high ag, high cb, high nag, high lap, high xyl, high no-n, high Na,","Fall 2023",0.978,97.8,0.044,42.710698,3.18713,13.4009902325917,11.3438,133.088,113.852,12.8358373,NA,NA,0.941760684994438,49.25289642,214.09,NA,NA,12.8358373,NA,NA,NA,NA,0.615384615384615,0.550085348866707,0.5,0.582881706888984,1,1,0.4,0.588235294117647,0.525252525252525,0.685714285714285,0.538461538461538,0.285714285714286,0.42741935483871,0.559440559440559,0.230088495575221,0.553191489361702,0.242424242424242,0.420289855072464,0.5,0.454685993831098,4
"196",2266,"216","2","0-10 cm","2023","Fall","Corn-Corn-Corn","No cover",0.1874,NA,117.12,5.69,5.357,50.219,21.388,22.967,23.993,164.084,12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.92,1.23,1.268,6.077,NA,1.64,69.93,23.88,11.61,55.65,NA,NA,14.5229,1.0612,15.5841,10.996,47.332,894.16,45.948,30.736,2.004,143.284,0.176,0.296,18.088,15.704,0.44,NA,61.78115385,24.76041667,40.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09367784,4.9206,23.6,0,0,0,0,0,171.33,"Corn",3.47,0.41,1.76,0.79,0.2,0.21,8.8,15.5,135,93,28,60,"note: low pH, high no-n, high inorg. n, high wen, high Na,","Fall 2023",NA,NA,0.236,9.367784,0.49206,19.0378896882494,15.5841,89.134,46.96,10.7543841,NA,NA,0.740592384412728,49.25289642,214.09,NA,NA,10.7543841,NA,NA,NA,NA,0.538461538461538,0.451514848754995,0.6,0.479906415196067,1,0.673268302295793,0.555555555555556,0.294117647058823,0.151515151515151,0.6,0.384615384615385,0.428571428571428,0.540322580645161,0.692307692307692,0.141592920353982,0.48936170212766,0.0909090909090909,0.579710144927536,0.416666666666667,0.412381608215622,4
"197",2269,"217","2","0-10 cm","2023","Fall","Corn-Corn-Corn","Wheat",0.1904,NA,80.89,6.24,6.135,57.601,26.334,26.958,21.284,153.043,12.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96,1.05,1.755,6.404,NA,1.6,69.61,24.88,19.59,71.47,NA,NA,10.6668,1.0186,11.6854,8.268,46.912,1027.38,56.564,21.824,1.324,124.576,0.204,0.376,17.264,21.948,0.328,NA,57.66365385,18.30291667,36.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1603028,7.83402,7.4,31.8,0,0,0,0,183.42,"Corn",3.58,0.44,1.96,0.81,0.23,0.23,6.1,13,143,105,33,66,"note: high no-n, high Na,","Fall 2023",0.318,31.8,0.074,16.03028,0.783402,20.4623935093349,11.6854,102.908,48.242,11.5132734,NA,NA,0.813937521747857,49.25289642,214.09,NA,NA,11.5132734,NA,NA,NA,NA,0.230769230769231,0.394009712372065,0.5,0.436812845214546,1,0.792393339245245,0.677777777777778,0.470588235294118,0.353535353535353,0.657142857142857,0.615384615384615,0.714285714285714,0.32258064516129,0.517482517482518,0.212389380530973,0.74468085106383,0.242424242424242,0.666666666666667,0.583333333333333,0.516244904729163,4
"198",2272,"218","2","0-10 cm","2023","Fall","Corn-Corn-Corn","Wheat-Clover",0.1817,NA,77.87,6.38,3.919,44.118,15.779,26.916,18.303,124.128,8.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,1.08,2.881,6.441,NA,2.64,69.33,24.6,25.76,57.61,NA,NA,10.6279,1.2843,11.9122,8.26,47.228,1092.732,62.572,21.428,2.228,118.692,0.228,0.388,17.896,22.944,0.328,NA,57.23865385,21.64791667,36.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2205417,11.54414,11.6,27.6,14.6,0,0,0,165.49,"Corn",3.63,0.42,1.95,0.79,0.24,0.23,4,15.8,156,83,35,47,"note: high no-n, high Na,","Fall 2023",0.422,42.2,0.116,22.05417,1.154414,19.104212180379,11.9122,72.173,45.219,10.3878073,NA,NA,0.705163467784345,49.25289642,214.09,NA,NA,10.3878073,NA,NA,NA,NA,0.307692307692308,0.406266876652478,0.5,0.436933785295409,1,0.615725687259828,0.733333333333333,0.352941176470588,0.343434343434343,0.6,0.692307692307692,0.714285714285714,0.153225806451613,0.713286713286713,0.327433628318584,0.276595744680851,0.303030303030303,0.391304347826087,0.416666666666667,0.466764900285485,4
"199",2275,"219","2","0-10 cm","2023","Fall","Corn-Corn-Corn","SHM",0.1867,NA,91.38,5.5,5.579,49.127,19.453,22.558,23.707,164.239,12.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,1.26,2.387,6.185,NA,1.88,68.57,25.8,21.03,54.49,NA,NA,17.6923,1.6351,19.3274,9.224,48.568,879.912,54.332,30.416,1.796,133.084,0.164,0.36,20.856,24.816,0.492,NA,47.88115385,34.09291667,47.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25650676,20.34276,10,0,2.6,0,38.2,11.6,174.22,"Corn",3.67,0.43,2.09,0.82,0.25,0.25,4.4,14.5,157,92,35,50,"note: low pH, high no-n, high inorg. n, high wen, high Na,","Fall 2023",0.524,52.4,0.1,25.650676,2.034276,12.6092408306444,19.3274,86.212,46.265,10.9357894,NA,NA,0.758124844867527,49.25289642,214.09,NA,NA,10.9357894,NA,NA,NA,NA,0.461538461538462,0.481994961578381,0.5,0.50409063437609,1,0.70174401418859,0.777777777777778,0.411764705882353,0.484848484848485,0.685714285714285,0.769230769230769,1,0.185483870967742,0.622377622377622,0.336283185840708,0.468085106382979,0.303030303030303,0.434782608695652,0.416666666666667,0.539948226729056,4
"200",2278,"220","2","0-10 cm","2023","Fall","Corn-Corn-Corn","Clover",0.1785,NA,94.01,5.82,5.897,61.611,24.534,25.479,25.788,207.322,14.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,1.31,2.727,6.435,NA,2.56,69.57,25.08,22.45,52.96,NA,NA,17.3929,1.6811,19.074,7.528,52.904,943.964,61.916,21.148,1.96,120.868,0.172,0.328,18.04,20.268,0.46,NA,43.45615385,31.98291667,43.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09145388,5.51006,10.6,0,12,0,0,0,165.94,"Corn",3.83,0.41,2.11,0.74,0.24,0.25,5.1,17.5,159,103,33,44,"note: low pH, high xyl, high no-n, high inorg. n, high wen, high Na,","Fall 2023",0.12,12,0.106,9.145388,0.551006,16.5976196266465,19.074,106.046,51.267,10.4160538,NA,NA,0.70789343567523,49.25289642,214.09,NA,NA,10.4160538,NA,NA,NA,NA,0.461538461538462,0.513931618114502,0.5,0.422138859930203,1,0.6201596216376,0.955555555555555,0.294117647058823,0.505050505050505,0.457142857142857,0.692307692307692,1,0.241935483870968,0.832167832167832,0.353982300884956,0.702127659574468,0.242424242424242,0.347826086956522,0.5,0.552053155249535,4
"201",2281,"301","3","0-10 cm","2023","Fall","Corn-Soybean-Corn","Clover",0.1974,NA,61.31,6.64,8.249,86.849,33.887,54.423,25.566,186.668,12.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,1.16,0.569,3.239,NA,3.2,88.25,5.68,5.83,33.18,NA,NA,9.0364,1.7697,10.8061,13.856,44.828,795.82,28.292,18.896,0.26,223.2,0.116,0.408,13.916,23.46,0.444,NA,18.08865385,4.800416667,18.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584260904,40.144512,38.28,0,100.28,0,0,0,188.54,"Corn",3.49,0.47,2.26,0.85,0.18,0.21,3.5,17.7,130,109,27,67,"note: high ag, high cb, high Al, high Na,","Fall 2023",1.0028,100.28,0.3828,58.4260904,4.0144512,14.5539421179164,10.8061,141.642,79.989,11.8346558,NA,NA,0.844998489750823,49.25289642,214.09,NA,NA,11.8346558,NA,NA,NA,NA,0.384615384615385,0.344475993171754,0.5,0.554304557636885,1,0.842841659276776,0.577777777777778,0.647058823529412,0.656565656565656,0.771428571428571,0.230769230769231,0.428571428571428,0.112903225806452,0.846153846153846,0.0973451327433628,0.829787234042553,0.0606060606060606,0.681159420289855,0.583333333333333,0.495010534023684,4
"202",2284,"302","3","0-10 cm","2023","Fall","Corn-Soybean-Corn","No cover",0.1991,NA,63.3,6.37,6.622,68.641,21.591,44.435,23.315,197.432,10.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,0.94,2.278,5.107,NA,2.52,83.45,11.08,26.18,58.7,NA,NA,8.0069,1.0186,9.0255,10.6,54.292,891.22,30.956,38.144,2.092,173.328,0.208,0.44,12.968,23.696,0.828,NA,41.68365385,11.39541667,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691020984,28.3626,180.08,0,0,0,0,0,188.23,"Corn",3.45,0.44,2.16,0.77,0.18,0.22,5.4,13.7,148,106,28,72,"note: high ag, high Na, high Ni,","Fall 2023",NA,NA,1.8008,69.1020984,2.83626,24.3638095238095,9.0255,107.286,67.75,11.8151971,NA,NA,0.843117845203768,49.25289642,214.09,NA,NA,11.8151971,NA,NA,NA,NA,0.230769230769231,0.4289761843498,0.4,0.389043669943141,1,0.839787171149867,0.533333333333333,0.470588235294118,0.555555555555556,0.542857142857143,0.230769230769231,0.571428571428572,0.266129032258065,0.566433566433566,0.256637168141593,0.765957446808511,0.0909090909090909,0.753623188405797,0.583333333333333,0.467018463516215,4
"203",2287,"303","3","0-10 cm","2023","Fall","Corn-Soybean-Corn","SHM",0.1923,NA,40.83,7.44,7.587,72.528,28.116,49.006,32.56,164.015,12.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,1.17,2.179,5.566,NA,3.16,81.37,11.88,25.31,64.64,NA,NA,5.1384,1.9468,7.0852,8.212,47.428,780.516,29.304,19.12,1.436,149.36,0.176,0.304,12.696,16.8,0.536,NA,38.41865385,6.802916667,58.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71368155,44.501246,19.66,0,28.14,0,38.52,84.46,187.6,"Corn",3.62,0.48,2.21,0.81,0.19,0.23,4.5,19.9,155,109,34,59,"note: high pH, high ag, high Na,","Fall 2023",1.5112,151.12,0.1966,71.368155,4.4501246,16.0373385949688,7.0852,120.84,81.566,11.775652,NA,NA,0.839295890156529,49.25289642,214.09,NA,NA,11.775652,NA,NA,NA,NA,0.461538461538462,0.401245217818784,0.5,0.598458444835398,1,0.833579663020987,0.722222222222222,0.705882352941176,0.606060606060606,0.657142857142857,0.307692307692308,0.714285714285714,0.193548387096774,1,0.31858407079646,0.829787234042553,0.272727272727273,0.565217391304348,0.666666666666667,0.574429201359358,4
"204",2290,"304","3","0-10 cm","2023","Fall","Corn-Soybean-Corn","Wheat-Clover",0.1958,NA,65.17,7.58,8.864,94.613,36.957,58.956,29.306,181.581,12.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,1.13,2.613,5.855,NA,3.56,80.53,12.64,25.57,57.29,NA,NA,3.3373,1.8582,5.1955,10.36,62.972,927.984,34.684,26.88,1.992,147.908,0.232,0.292,13.54,15.768,0.592,NA,54.91115385,13.06041667,57.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968921304,55.25143,34.84,78.36,115.86,0,0,0,177.88,"Corn",3.3,0.48,2.23,0.75,0.18,0.21,3.6,14.3,161,101,40,72,"note: high pH, high ag, high cb, high lap, high Na,","Fall 2023",1.9422,194.22,0.3484,96.8921304,5.525143,17.5365832884325,5.1955,152.505,88.262,11.1655276,NA,NA,0.780328583713397,49.25289642,214.09,NA,NA,11.1655276,NA,NA,NA,NA,0.384615384615385,0.471117892220386,0.666666666666667,0.618866473211263,1,0.737806680461129,0.366666666666666,0.705882352941176,0.626262626262626,0.485714285714286,0.230769230769231,0.428571428571428,0.120967741935484,0.608391608391609,0.371681415929204,0.659574468085106,0.454545454545455,0.753623188405797,0.416666666666667,0.484387539018172,4
"205",2293,"305","3","0-10 cm","2023","Fall","Corn-Soybean-Corn","Wheat",0.1954,NA,66.38,7.35,3.211,71.906,16.32,40.159,38.656,177.774,8.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86,1.06,3.243,5.667,NA,2.92,82.25,13.04,36.61,63.96,NA,NA,7.1946,1.8582,9.0528,10.728,68.38,822.412,35.376,38.296,2.892,165.404,0.204,0.4,19.688,20.824,0.812,NA,42.83865385,NA,62.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838868672,28.374908,48,154.84,0.72,0,0,0,187.58,"Corn",3.34,0.46,2.27,0.76,0.19,0.22,3.9,13.5,170,105,33,71,"note: high pH, high Na, high Ni,","Fall 2023",1.5556,155.56,0.48,83.8868672,2.8374908,29.563749493038,9.0528,100.075,78.815,11.7743966,NA,NA,0.839174558250267,49.25289642,214.09,NA,NA,11.7743966,NA,NA,NA,NA,0.333333333333333,0.454891019704889,0.333333333333333,0.48397933860115,1,0.833382599270864,0.411111111111111,0.588235294117647,0.666666666666667,0.514285714285714,0.307692307692308,0.571428571428572,0.145161290322581,0.552447552447553,0.451327433628319,0.74468085106383,0.242424242424242,0.739130434782609,0.583333333333333,0.494549289164263,4
"206",2296,"306","3","0-10 cm","2023","Fall","Corn-Corn-Corn","Clover",0.2017,NA,96.58,7.28,6.809,104.806,30.71,50.544,26.205,208.019,15.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52,1.18,3.605,7.654,NA,3.44,81.17,12.52,34.27,72.76,NA,NA,14.2178,1.9927,16.2105,9.32,55.324,894.312,34.576,37.904,1.54,145.352,0.216,0.3,15.168,19.792,0.88,NA,49.57615385,23.38291667,58.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565440952,38.618408,46.68,0,87.16,0,0,0,173.42,"Corn",3.3,0.45,2.27,0.74,0.18,0.23,4.2,16,163,107,32,62,"note: high pH, high ag, high xyl, high no-n, high inorg. n, high Na, high Ni,","Fall 2023",0.8716,87.16,0.4668,56.5440952,3.8618408,14.6417468063417,16.2105,157.353,76.749,10.8855734,NA,NA,0.753271568617063,49.25289642,214.09,NA,NA,10.8855734,NA,NA,NA,NA,0.692307692307692,0.567658237777459,0.5,0.52202168957424,1,0.693861464183663,0.366666666666666,0.529411764705882,0.666666666666667,0.457142857142857,0.230769230769231,0.714285714285714,0.169354838709677,0.727272727272727,0.389380530973451,0.787234042553192,0.212121212121212,0.608695652173913,0.5,0.488250158670099,4
"207",2299,"307","3","0-10 cm","2023","Fall","Corn-Corn-Corn","Wheat",0.1947,NA,33.81,7.26,6.21,82.079,30.488,44.038,36.464,189.889,14.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,1.08,3.81,6.217,NA,4.16,84.13,13.64,39.48,64.43,NA,NA,7.6539,1.1498,8.8037,10.392,66.664,865.724,39.888,27.04,1.676,138.772,0.216,0.328,15.616,19.092,0.372,NA,48.46865385,14.10041667,47.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41825246,17.16578,5.8,96,0,0,0,0,174.62,"Corn",3.36,0.45,2.23,0.68,0.17,0.22,3.7,12.2,148,107,31,55,"note: high pH, high xyl, high Na,","Fall 2023",0.96,96,0.058,41.825246,1.716578,24.3654794597158,8.8037,133.454,80.502,10.9608974,NA,NA,0.760551482992759,49.25289642,214.09,NA,NA,10.9608974,NA,NA,NA,NA,0.461538461538462,0.458604933471224,0.5,0.46602920143591,1,0.705685289191053,0.433333333333333,0.529411764705882,0.626262626262626,0.285714285714286,0.153846153846154,0.571428571428572,0.129032258064516,0.461538461538462,0.256637168141593,0.787234042553192,0.181818181818182,0.507246376811594,0.416666666666667,0.410291935351533,4
"208",2302,"308","3","0-10 cm","2023","Fall","Corn-Corn-Corn","SHM",0.1894,NA,32.78,7.17,5.951,57.248,22.209,21.218,26.072,189.951,9.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,1.12,2.141,5.764,NA,2.72,76.85,14.4,22.19,59.73,NA,NA,9.8053,0.8415,10.6468,12.688,47.924,803.04,36.312,34.528,1.072,149.688,0.176,0.372,17.36,23.388,0.472,NA,49.98865385,49.26041667,56.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621974,45.96798,10.2,0,26,0,53,65.4,163.32,"Corn",3.58,0.48,2.13,0.75,0.18,0.24,6.4,17.1,154,104,33,59,"note: high no-n, high wen, high Na,","Fall 2023",1.444,144.4,0.102,62.1974,4.596798,13.5305923819145,10.6468,95.223,47.29,10.2515964,NA,NA,0.691998955954962,49.25289642,214.09,NA,NA,10.2515964,NA,NA,NA,NA,0.230769230769231,0.44620269821512,0.5,0.588769448973912,1,0.594344270371465,0.677777777777778,0.705882352941176,0.525252525252525,0.485714285714286,0.230769230769231,0.857142857142857,0.346774193548387,0.804195804195804,0.309734513274336,0.723404255319149,0.242424242424242,0.565217391304348,0.583333333333333,0.539524119138677,4
"209",2305,"309","3","0-10 cm","2023","Fall","Corn-Corn-Corn","Wheat-Clover",0.2051,NA,52.41,7.31,4.951,64.438,23.726,34.915,23.097,154.764,9.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.79,1.17,2.922,6.671,NA,2.52,80.57,13.92,27.08,61.83,NA,NA,11.6448,1.1498,12.7946,12.32,49.324,928.548,45.56,28.172,1.36,130.924,0.224,0.308,14.232,20.628,0.32,NA,41.59115385,15.12041667,51.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8870236,52.465,16,138.2,55.8,0,0,0,169.11,"Corn",3.41,0.43,2.28,0.75,0.19,0.23,2.7,13.2,140,86,27,50,"note: high pH, high no-n, high Na,","Fall 2023",1.94,194,0.16,88.70236,5.2465,16.9069589249976,12.7946,102.936,58.012,10.6150347,NA,NA,0.727124542817692,49.25289642,214.09,NA,NA,10.6150347,NA,NA,NA,NA,0.384615384615385,0.451909666685535,0.5,0.620202053165111,1,0.651394226032122,0.488888888888889,0.411764705882353,0.676767676767676,0.485714285714286,0.307692307692308,0.714285714285714,0.0483870967741936,0.531468531468531,0.185840707964602,0.340425531914894,0.0606060606060606,0.434782608695652,0.25,0.390552009721263,4
